stimuli,feature,score
henmi_sur_au_mouth_2_0,AU23_intensity,0.11877375294949204
henmi_sur_au_mouth_2_0,AU25_intensity,2.3577494296645214
henmi_sur_au_mouth_2_0,AU26_intensity,0.37107185445042945
henmi_sur_au_mouth_2_0,AU45_intensity,0.03700896747514483
iwagami_ang_au_cl_1_0,AU01_intensity,1.1078575976819098
iwagami_ang_au_cl_1_0,AU02_intensity,0.17485176847791814
iwagami_ang_au_cl_1_0,AU04_intensity,0.9984577067088994
iwagami_ang_au_cl_1_0,AU05_intensity,0.0
iwagami_ang_au_cl_1_0,AU06_intensity,0.37558268438497405
iwagami_ang_au_cl_1_0,AU07_intensity,1.7227551947219502
iwagami_ang_au_cl_1_0,AU09_intensity,0.002133333331715998
iwagami_ang_au_cl_1_0,AU10_intensity,0.0792316502139866
iwagami_ang_au_cl_1_0,AU12_intensity,0.7203565845592372
iwagami_ang_au_cl_1_0,AU14_intensity,1.5091116525334103
iwagami_ang_au_cl_1_0,AU15_intensity,1.006562358553532
iwagami_ang_au_cl_1_0,AU17_intensity,0.7716220934785794
iwagami_ang_au_cl_1_0,AU20_intensity,2.683958289685803
iwagami_ang_au_cl_1_0,AU23_intensity,0.6652984997206767
iwagami_ang_au_cl_1_0,AU25_intensity,0.37699099753336235
iwagami_ang_au_cl_1_0,AU26_intensity,0.3722239217552542
iwagami_ang_au_cl_1_0,AU45_intensity,0.7328371499450765
iwagami_ang_au_op_2_0,AU01_intensity,1.6716650084272782
iwagami_ang_au_op_2_0,AU02_intensity,0.2662623902955755
iwagami_ang_au_op_2_0,AU04_intensity,1.59438319987756
iwagami_ang_au_op_2_0,AU05_intensity,0.00027652811318633433
iwagami_ang_au_op_2_0,AU06_intensity,0.6838747193519936
iwagami_ang_au_op_2_0,AU07_intensity,3.255939137694986
iwagami_ang_au_op_2_0,AU09_intensity,0.9939997828320308
iwagami_ang_au_op_2_0,AU10_intensity,1.3832142241041585
iwagami_ang_au_op_2_0,AU12_intensity,0.876956573813034
iwagami_ang_au_op_2_0,AU14_intensity,0.6331782719409124
iwagami_ang_au_op_2_0,AU15_intensity,0.3641288517758873
iwagami_ang_au_op_2_0,AU17_intensity,0.0008000035804963223
iwagami_ang_au_op_2_0,AU20_intensity,1.043954482548335
iwagami_ang_au_op_2_0,AU23_intensity,0.08040600650888155
iwagami_ang_au_op_2_0,AU25_intensity,2.865221723571239
iwagami_ang_au_op_2_0,AU26_intensity,0.9707157807778174
iwagami_ang_au_op_2_0,AU45_intensity,0.3577841931268248
iwagami_dis_au_cl_1_0,AU01_intensity,0.6020672507957403
iwagami_dis_au_cl_1_0,AU02_intensity,0.24453819065488844
iwagami_dis_au_cl_1_0,AU04_intensity,0.8178544912662079
iwagami_dis_au_cl_1_0,AU05_intensity,0.00106717571085938
iwagami_dis_au_cl_1_0,AU06_intensity,1.7838629964165156
iwagami_dis_au_cl_1_0,AU07_intensity,3.1155611016969806
iwagami_dis_au_cl_1_0,AU09_intensity,2.1192513545839273
iwagami_dis_au_cl_1_0,AU10_intensity,1.7972412682775303
iwagami_dis_au_cl_1_0,AU12_intensity,1.0577092165835718
iwagami_dis_au_cl_1_0,AU14_intensity,1.3664103995207029
iwagami_dis_au_cl_1_0,AU15_intensity,0.9471899695403301
iwagami_dis_au_cl_1_0,AU17_intensity,0.45206522910755315
iwagami_dis_au_cl_1_0,AU20_intensity,1.7869906399237179
iwagami_dis_au_cl_1_0,AU23_intensity,0.14244238619781752
iwagami_dis_au_cl_1_0,AU25_intensity,1.0436918237780293
iwagami_dis_au_cl_1_0,AU26_intensity,0.214439260248458
iwagami_dis_au_cl_1_0,AU45_intensity,1.0862646689872504
iwagami_dis_au_op_3_0,AU01_intensity,0.701901515099897
iwagami_dis_au_op_3_0,AU02_intensity,0.18680830300811505
iwagami_dis_au_op_3_0,AU04_intensity,1.267073960536376
iwagami_dis_au_op_3_0,AU05_intensity,0.0
iwagami_dis_au_op_3_0,AU06_intensity,1.7067702160939355
iwagami_dis_au_op_3_0,AU07_intensity,3.6876791309962407
iwagami_dis_au_op_3_0,AU09_intensity,2.42288265564367
iwagami_dis_au_op_3_0,AU10_intensity,1.9153132748639219
iwagami_dis_au_op_3_0,AU12_intensity,1.1508675735810383
iwagami_dis_au_op_3_0,AU14_intensity,0.5467029938986648
iwagami_dis_au_op_3_0,AU15_intensity,0.3772586787648928
iwagami_dis_au_op_3_0,AU17_intensity,0.03467708474648256
iwagami_dis_au_op_3_0,AU20_intensity,1.187841526995263
iwagami_dis_au_op_3_0,AU23_intensity,0.10060072722097184
iwagami_dis_au_op_3_0,AU25_intensity,3.302644967601509
iwagami_dis_au_op_3_0,AU26_intensity,0.6617950598361088
iwagami_dis_au_op_3_0,AU45_intensity,0.4445394979302219
iwagami_exc_fr_2_0,AU01_intensity,1.9882840262914476
iwagami_exc_fr_2_0,AU02_intensity,2.3528070420533846
iwagami_exc_fr_2_0,AU04_intensity,0.014721655744598237
iwagami_exc_fr_2_0,AU05_intensity,0.5170915882590674
iwagami_exc_fr_2_0,AU06_intensity,1.4470251830680338
iwagami_exc_fr_2_0,AU07_intensity,1.5245758204614932
iwagami_exc_fr_2_0,AU09_intensity,0.009593900012535933
iwagami_exc_fr_2_0,AU10_intensity,0.6874518572242839
iwagami_exc_fr_2_0,AU12_intensity,2.830093351168059
iwagami_exc_fr_2_0,AU14_intensity,1.3905038032994805
iwagami_exc_fr_2_0,AU15_intensity,0.22710757774689336
iwagami_exc_fr_2_0,AU17_intensity,0.0
iwagami_exc_fr_2_0,AU20_intensity,2.1904363621159293
iwagami_exc_fr_2_0,AU23_intensity,0.0774869977138201
iwagami_exc_fr_2_0,AU25_intensity,2.9902536083060105
iwagami_exc_fr_2_0,AU26_intensity,0.5162986293230686
iwagami_exc_fr_2_0,AU45_intensity,1.0815178338150593
iwagami_fea_au_mouth_1_0,AU01_intensity,1.8434620270288868
iwagami_fea_au_mouth_1_0,AU02_intensity,0.5869018677947131
iwagami_fea_au_mouth_1_0,AU04_intensity,1.137867023339094
iwagami_fea_au_mouth_1_0,AU05_intensity,0.11220863869083217
iwagami_fea_au_mouth_1_0,AU06_intensity,0.45405910868609767
iwagami_fea_au_mouth_1_0,AU07_intensity,1.5711382980533823
iwagami_fea_au_mouth_1_0,AU09_intensity,0.00040000000084756753
iwagami_fea_au_mouth_1_0,AU10_intensity,0.4544376058538636
iwagami_fea_au_mouth_1_0,AU12_intensity,1.2635219016262609
iwagami_fea_au_mouth_1_0,AU14_intensity,0.996528479905038
iwagami_fea_au_mouth_1_0,AU15_intensity,0.26138473629872805
iwagami_fea_au_mouth_1_0,AU17_intensity,0.009610090791607708
iwagami_fea_au_mouth_1_0,AU20_intensity,2.680875780570169
iwagami_fea_au_mouth_1_0,AU23_intensity,0.1209938777897819
iwagami_fea_au_mouth_1_0,AU25_intensity,2.438036215749272
iwagami_fea_au_mouth_1_0,AU26_intensity,0.9826157173078801
iwagami_fea_au_mouth_1_0,AU45_intensity,0.18680143798384594
iwagami_hap_au_du_2_0,AU01_intensity,0.8112988674003845
iwagami_hap_au_du_2_0,AU02_intensity,0.3930081335076765
iwagami_hap_au_du_2_0,AU04_intensity,0.20942840607260513
iwagami_hap_au_du_2_0,AU05_intensity,0.0032222730809469253
iwagami_hap_au_du_2_0,AU06_intensity,2.2934517776277192
iwagami_hap_au_du_2_0,AU07_intensity,3.0858490198570157
iwagami_hap_au_du_2_0,AU09_intensity,0.44645577683064164
iwagami_hap_au_du_2_0,AU10_intensity,1.365763271114991
iwagami_hap_au_du_2_0,AU12_intensity,2.9014664447912013
iwagami_hap_au_du_2_0,AU14_intensity,1.9288800150728669
iwagami_hap_au_du_2_0,AU15_intensity,0.2028225486433275
iwagami_hap_au_du_2_0,AU17_intensity,0.0
iwagami_hap_au_du_2_0,AU20_intensity,2.0358399615529366
iwagami_hap_au_du_2_0,AU23_intensity,0.08042134916932349
iwagami_hap_au_du_2_0,AU25_intensity,2.8007908840716556
iwagami_hap_au_du_2_0,AU26_intensity,0.9688531004480863
iwagami_hap_au_du_2_0,AU45_intensity,1.208767501727449
iwagami_rel_au_3_0,AU01_intensity,0.9370246988370099
iwagami_rel_au_3_0,AU02_intensity,0.4255185480979828
iwagami_rel_au_3_0,AU04_intensity,0.25625586757680735
iwagami_rel_au_3_0,AU05_intensity,0.004135267302760993
iwagami_rel_au_3_0,AU06_intensity,1.6622733239279346
iwagami_rel_au_3_0,AU07_intensity,2.5494519716737356
iwagami_rel_au_3_0,AU09_intensity,0.2988313214399152
iwagami_rel_au_3_0,AU10_intensity,0.9850358642226184
iwagami_rel_au_3_0,AU12_intensity,2.2355711507733615
iwagami_rel_au_3_0,AU14_intensity,1.7139392530638966
iwagami_rel_au_3_0,AU15_intensity,0.5574263141899667
iwagami_rel_au_3_0,AU17_intensity,0.3259490401103782
iwagami_rel_au_3_0,AU20_intensity,2.1904307175562487
iwagami_rel_au_3_0,AU23_intensity,0.598396738138003
iwagami_rel_au_3_0,AU25_intensity,1.0767312535114606
iwagami_rel_au_3_0,AU26_intensity,0.822886712729009
iwagami_rel_au_3_0,AU45_intensity,1.0637969614461924
iwagami_sad_au_mouth_3_0,AU01_intensity,1.5177115524465556
iwagami_sad_au_mouth_3_0,AU02_intensity,0.36441375959107447
iwagami_sad_au_mouth_3_0,AU04_intensity,1.2341795936342037
iwagami_sad_au_mouth_3_0,AU05_intensity,0.05997552102679746
iwagami_sad_au_mouth_3_0,AU06_intensity,0.4503757500157701
iwagami_sad_au_mouth_3_0,AU07_intensity,1.6252535729631263
iwagami_sad_au_mouth_3_0,AU09_intensity,0.0
iwagami_sad_au_mouth_3_0,AU10_intensity,0.054423450602149176
iwagami_sad_au_mouth_3_0,AU12_intensity,0.9383009828737966
iwagami_sad_au_mouth_3_0,AU14_intensity,1.7391474088093457
iwagami_sad_au_mouth_3_0,AU15_intensity,0.8244326402243574
iwagami_sad_au_mouth_3_0,AU17_intensity,0.31086556231082046
iwagami_sad_au_mouth_3_0,AU20_intensity,3.0348873808515044
iwagami_sad_au_mouth_3_0,AU23_intensity,0.4782227408981591
iwagami_sad_au_mouth_3_0,AU25_intensity,0.7404526502478603
iwagami_sad_au_mouth_3_0,AU26_intensity,0.6339572812976754
iwagami_sad_au_mouth_3_0,AU45_intensity,1.5371708480293786
iwagami_sle_fr_1_0,AU01_intensity,1.3985454005287843
iwagami_sle_fr_1_0,AU02_intensity,0.7540740194835587
iwagami_sle_fr_1_0,AU04_intensity,0.8379027865484182
iwagami_sle_fr_1_0,AU05_intensity,0.0
iwagami_sle_fr_1_0,AU06_intensity,0.4696669959441531
iwagami_sle_fr_1_0,AU07_intensity,1.2225995890413104
iwagami_sle_fr_1_0,AU09_intensity,0.22353835102293648
iwagami_sle_fr_1_0,AU10_intensity,0.343722631941692
iwagami_sle_fr_1_0,AU12_intensity,0.9758667093019824
iwagami_sle_fr_1_0,AU14_intensity,1.2622042731949468
iwagami_sle_fr_1_0,AU15_intensity,0.6585567827287685
iwagami_sle_fr_1_0,AU17_intensity,0.0009333334018474715
iwagami_sle_fr_1_0,AU20_intensity,2.7586522356836536
iwagami_sle_fr_1_0,AU23_intensity,0.1189571808250268
iwagami_sle_fr_1_0,AU25_intensity,1.6345992445096347
iwagami_sle_fr_1_0,AU26_intensity,0.9581853462238545
iwagami_sle_fr_1_0,AU45_intensity,2.716523411862502
iwagami_sur_au_mouth_2_0,AU01_intensity,2.49423265308743
iwagami_sur_au_mouth_2_0,AU02_intensity,2.1377897389809193
iwagami_sur_au_mouth_2_0,AU04_intensity,0.3094850888300375
iwagami_sur_au_mouth_2_0,AU05_intensity,0.8481675353730412
iwagami_sur_au_mouth_2_0,AU06_intensity,0.21314305079427295
iwagami_sur_au_mouth_2_0,AU07_intensity,1.152560341165484
iwagami_sur_au_mouth_2_0,AU09_intensity,0.12666806473259332
iwagami_sur_au_mouth_2_0,AU10_intensity,0.5879352301438213
iwagami_sur_au_mouth_2_0,AU12_intensity,0.940669963136492
iwagami_sur_au_mouth_2_0,AU14_intensity,0.29859193755002117
iwagami_sur_au_mouth_2_0,AU15_intensity,0.42763692715881063
iwagami_sur_au_mouth_2_0,AU17_intensity,0.006878532616852574
iwagami_sur_au_mouth_2_0,AU20_intensity,0.8480074872130822
iwagami_sur_au_mouth_2_0,AU23_intensity,0.022406801389559996
iwagami_sur_au_mouth_2_0,AU25_intensity,3.2910379107550782
iwagami_sur_au_mouth_2_0,AU26_intensity,0.8222198246892802
iwagami_sur_au_mouth_2_0,AU45_intensity,0.11890200876409172
kikuguti_ang_au_cl_1_0,AU01_intensity,1.7305349995201755
kikuguti_ang_au_cl_1_0,AU02_intensity,1.5116925816654978
kikuguti_ang_au_cl_1_0,AU04_intensity,1.550732017528518
kikuguti_ang_au_cl_1_0,AU05_intensity,0.7524835804717963
kikuguti_ang_au_cl_1_0,AU06_intensity,0.8396853448878817
kikuguti_ang_au_cl_1_0,AU07_intensity,1.8483561542013285
kikuguti_ang_au_cl_1_0,AU09_intensity,0.9516234214423351
kikuguti_ang_au_cl_1_0,AU10_intensity,1.6148262432663762
kikuguti_ang_au_cl_1_0,AU12_intensity,0.9188145483663444
kikuguti_ang_au_cl_1_0,AU14_intensity,0.6286917025114797
kikuguti_ang_au_cl_1_0,AU15_intensity,2.5247834106283835
kikuguti_ang_au_cl_1_0,AU17_intensity,2.457886813073637
kikuguti_ang_au_cl_1_0,AU20_intensity,1.1780270725960218
kikuguti_ang_au_cl_1_0,AU23_intensity,0.4366559449308142
kikuguti_ang_au_cl_1_0,AU25_intensity,0.3941256903309529
kikuguti_ang_au_cl_1_0,AU26_intensity,0.24854728269411855
kikuguti_ang_au_cl_1_0,AU45_intensity,0.09794618429810438
kikuguti_ang_fr_2_0,AU01_intensity,1.2807248049273086
kikuguti_ang_fr_2_0,AU02_intensity,1.1104052339995227
kikuguti_ang_fr_2_0,AU04_intensity,1.9358623037149718
kikuguti_ang_fr_2_0,AU05_intensity,0.5726535234210922
kikuguti_ang_fr_2_0,AU06_intensity,1.7055974155722533
kikuguti_ang_fr_2_0,AU07_intensity,2.956391878288275
kikuguti_ang_fr_2_0,AU09_intensity,1.8875466775421759
kikuguti_ang_fr_2_0,AU10_intensity,1.2520590894212882
kikuguti_ang_fr_2_0,AU12_intensity,0.8801238470658689
kikuguti_ang_fr_2_0,AU14_intensity,0.6030208950748149
kikuguti_ang_fr_2_0,AU15_intensity,0.6576787422309557
kikuguti_ang_fr_2_0,AU17_intensity,0.0
kikuguti_ang_fr_2_0,AU20_intensity,2.6263163756385604
kikuguti_ang_fr_2_0,AU23_intensity,0.041614433498181766
kikuguti_ang_fr_2_0,AU25_intensity,2.5606501352918953
kikuguti_ang_fr_2_0,AU26_intensity,0.05187798831192783
kikuguti_ang_fr_2_0,AU45_intensity,0.20715187104698668
kikuguti_dis_au_cl_4_0,AU01_intensity,0.693898258151221
kikuguti_dis_au_cl_4_0,AU02_intensity,0.15796674851685105
kikuguti_dis_au_cl_4_0,AU04_intensity,1.8283551799817797
kikuguti_dis_au_cl_4_0,AU05_intensity,0.6966861056499631
kikuguti_dis_au_cl_4_0,AU06_intensity,2.0472790729973203
kikuguti_dis_au_cl_4_0,AU07_intensity,4.552590206816751
kikuguti_dis_au_cl_4_0,AU09_intensity,2.662514154882001
kikuguti_dis_au_cl_4_0,AU10_intensity,1.6759509629250005
kikuguti_dis_au_cl_4_0,AU12_intensity,0.19304184058795348
kikuguti_dis_au_cl_4_0,AU14_intensity,0.025064721776520187
kikuguti_dis_au_cl_4_0,AU15_intensity,1.6546005421181365
kikuguti_dis_au_cl_4_0,AU17_intensity,1.7932986493782967
kikuguti_dis_au_cl_4_0,AU20_intensity,2.5903749472705275
kikuguti_dis_au_cl_4_0,AU23_intensity,0.2520665399038892
kikuguti_dis_au_cl_4_0,AU25_intensity,0.2326042228054027
kikuguti_dis_au_cl_4_0,AU26_intensity,0.11615303774189167
kikuguti_dis_au_cl_4_0,AU45_intensity,0.8474362110824083
kikuguti_dis_au_op_1_0,AU01_intensity,0.8550100593570672
kikuguti_dis_au_op_1_0,AU02_intensity,0.28919261913387745
